PDB,Ligand,Chain,Number,Resolution(A),Ligand Occupation Factor,Ki(M),log(Ki),pKi,RMSD(A),Torsions,Q,Average Q,Ligand B-factor(A2),Receptor B-factor(A2),B-factor ratio (Ligand/Receptor),C,N,O,P,S,F,Cl,Br,Affinity(kcal/mol),Gauss 1,Gauss 2,Repulsion,Hydrophobic,Hydrogen,Torsional
4DO5,DGJ,A,509,1.5,1.0,1.48e-06,-5.8297382846050425,5.8297382846050425,ND,5,1.0,0.058823529411764705,9.133529411764703,26.067599156674188,0.35037861971366896,6,1,4,0,0,0,0,0,-5.454,67.303,622.456,4.158,0.0,6.959,0.7781512503836436
4G8V,0EY,A,201,1.7,1.0,1.6e-06,-5.795880017344075,5.795880017344075,ND,9,0.0020000000000002516,6.451612903226619e-05,22.294838709677414,17.930582809224337,1.2433973255017623,12,5,6,0,0,0,0,0,-1.889,78.207,1000.626,10.763,2.538,5.74,1.0
4A95,9MT,A,1000,1.5,1.0,1.73e-06,-5.761953896871205,5.761953896871205,ND,7,0.0,0.0,17.20434782608696,15.480980769230788,1.111321568222696,18,2,1,0,1,0,0,0,-6.684,127.746,1173.038,6.443,77.308,1.918,0.9030899869919435
4FRS,0V6,A,501,1.7,1.0,1.7000000000000001e-09,-8.769551078621726,8.769551078621726,ND,3,1.002,0.034551724137931034,18.011379310344825,23.572521857923544,0.7640836826413028,18,4,1,0,1,0,0,0,-9.22,106.302,1300.936,4.338,37.91,3.85,0.6020599913279624
4E3G,PHB,A,303,1.5,1.0,1.0599999999999998e-05,-4.97469413473523,4.97469413473523,ND,2,-1.001,-0.09099999999999998,10.636363636363635,12.545222444889793,0.8478417726818612,7,0,3,0,0,0,0,0,-4.075,30.316,504.565,0.951,20.054,1.191,0.47712125471966244
4A6C,QG9,B,1200,1.5,1.0,1.2000000000000002e-08,-7.920818753952375,7.920818753952375,ND,17,6.938893903907228e-18,1.1760837125266489e-19,12.723220338983053,12.992687296416959,0.9792601059899119,43,5,6,0,0,0,0,0,-10.339,148.585,2425.64,4.186,83.993,3.654,1.255272505103306
3SU0,TSV,A,100,1.1,1.0,1.6200000000000002e-07,-6.790484985457369,6.790484985457369,ND,8,1.3877787807814457e-17,2.569960705150825e-19,14.934629629629626,10.908627787307019,1.3690658367688695,35,5,9,0,1,1,0,0,-11.131,142.563,1809.297,4.434,58.625,5.41,0.9542425094393249
3TZM,085,A,1,1.7,1.0,1.7e-08,-7.769551078621726,7.769551078621726,ND,3,-0.001000000000000112,-2.9411764705885644e-05,12.838529411764709,20.222763337893273,0.6348553457928255,22,4,3,0,0,0,0,0,-10.749,98.619,1637.642,2.251,45.911,0.725,0.6020599913279624
3R6C,17N,A,404,1.8,1.0,1.8999999999999998e-05,-4.721246399047171,4.721246399047171,ND,3,-2.0,-0.08,29.6784,21.578945389143247,1.3753406139547364,18,0,7,0,0,0,0,0,-8.87,100.844,1376.541,4.784,46.744,2.847,0.6020599913279624
4H3F,10O,A,502,1.7,1.0,1e-09,-9.0,9.0,ND,4,0.9990000000000002,0.027000000000000007,16.909189189189192,19.889199405967197,0.8501694233160568,24,6,2,0,1,0,0,0,-10.974,116.596,1669.663,3.582,27.894,3.936,0.6989700043360189
4FCF,MA4,A,301,1.0,1.0,2.4e-09,-8.619788758288394,8.619788758288394,ND,19,-0.0010000000000000252,-2.380952380952441e-05,12.176190476190474,9.947773780975249,1.2240115973964938,24,0,11,0,0,0,0,0,-5.369,62.959,1307.981,2.596,54.778,1.998,1.3010299956639813
4DDY,DN6,A,301,1.3,1.0,2.4e-06,-5.619788758288394,5.619788758288394,ND,4,-0.0020000000000000573,-7.40740740740762e-05,10.04037037037037,12.665888472742434,0.7927095199028242,15,5,1,0,0,3,0,0,-8.157,92.148,1160.113,4.325,24.844,5.506,0.6989700043360189
4EFS,E37,A,306,1.6,1.0,2.5e-09,-8.602059991327963,8.602059991327963,ND,8,-1.0000000000000002,-0.03333333333333334,18.947,19.31778954334879,0.9808057985870098,22,2,4,0,1,0,0,0,-9.334,134.108,1651.454,2.801,45.348,1.031,0.9542425094393249
3SHA,P97,H,1,1.5,1.0,2.6e-06,-5.585026652029182,5.585026652029182,ND,7,1.001,0.03128125,12.7065625,20.176605569263277,0.629767106086317,20,4,2,0,0,0,0,0,-8.12,88.126,1292.942,2.418,47.999,2.348,0.9030899869919435
4GKH,0J9,A,302,1.8,1.0,2.1499999999999997e-05,-4.667561540084395,4.667561540084395,ND,2,-0.0020000000000000157,-6.896551724137986e-05,31.71689655172413,44.38228953111521,0.7146295715431328,19,5,0,0,0,0,0,0,-9.376,77.585,1212.568,1.547,54.181,0.853,0.47712125471966244
4ACM,7YG,A,1302,1.6,1.0,2.1e-07,-6.6777807052660805,6.6777807052660805,ND,9,0.998,0.026263157894736842,34.314210526315776,33.674070080862556,1.0190098922974273,20,7,3,0,1,0,0,0,-7.826,92.291,1605.149,3.224,24.059,2.558,1.0
3QTV,06P,H,1001,1.6,1.0,2.2499999999999998e-05,-4.647817481888637,4.647817481888637,ND,7,1.0009999999999994,0.032290322580645146,13.92774193548387,20.962871182871208,0.6644004923745487,21,4,2,0,0,0,0,0,-8.798,104.995,1374.537,2.757,49.419,2.509,0.9030899869919435
3ST6,RVE,A,451,1.7,1.0,0.00023999999999999998,-3.619788758288394,3.619788758288394,ND,4,-2.0,-0.125,24.206249999999997,32.31531534418652,0.7490643288540481,10,0,6,0,0,0,0,0,-7.595,71.373,987.285,3.309,15.828,6.148,0.6989700043360189
4G8Y,0FT,A,201,1.8,1.0,2.58e-05,-4.58838029403677,4.58838029403677,ND,8,0.0010000000000001674,3.2258064516134434e-05,23.363225806451613,17.513264878457676,1.334030288960554,13,5,6,0,0,0,0,0,-4.065,67.614,970.783,5.997,3.026,4.735,0.9542425094393249
4B05,32D,A,1391,1.8,1.0,2.6100000000000002e-08,-7.583359492661719,7.583359492661719,ND,5,0.0010000000000001674,2.6315789473688617e-05,26.090000000000003,25.9034322033898,1.0072024353817401,24,5,0,0,0,3,0,0,-10.181,100.504,1581.027,4.502,58.093,4.11,0.7781512503836436
4FS4,H24,A,501,1.7,1.0,2.7e-07,-6.568636235841013,6.568636235841013,ND,4,1.0050000000000001,0.037222222222222226,19.19814814814815,27.57935601458088,0.6961057443835278,19,3,2,0,0,0,0,0,-8.455,92.141,1167.295,3.983,44.871,3.944,0.6989700043360189
4B6Q,BZ5,A,1145,1.5,1.0,2.8000000000000003e-08,-7.552841968657781,7.552841968657781,ND,6,-0.9990000000000001,-0.03842307692307693,17.17192307692308,17.894645732689185,0.9596123518418771,16,0,6,0,1,0,0,0,-8.939,81.313,1258.471,5.434,24.262,8.866,0.8450980400142568
3SUV,NOK,A,2000,1.6,1.0,2.8e-05,-4.552841968657781,4.552841968657781,ND,5,0.9990000000000002,0.04995000000000001,5.1845,9.19169736291335,0.5640416340205471,8,2,4,0,0,0,0,0,-6.185,77.041,838.455,4.359,15.664,5.425,0.7781512503836436
4E3L,0NB,A,401,1.4,1.0,3.0000000000000004e-09,-8.522878745280337,8.522878745280337,ND,6,-0.002000000000000113,-8.00000000000045e-05,16.305600000000002,20.08556845597105,0.8118067475034625,8,5,4,0,1,0,0,0,-6.185,77.041,838.455,4.359,15.664,5.425,0.7781512503836436
4DJU,0KK,A,501,1.8,1.0,3.6e-06,-5.443697499232713,5.443697499232713,ND,3,0.9999999999999998,0.04347826086956521,18.9008695652174,21.5416052382881,0.8774123077709617,16,3,1,0,0,0,0,0,-7.644,54.715,938.84,2.765,49.923,3.889,0.6020599913279624
4E3O,0NG,A,401,1.6,1.0,3.1e-07,-6.508638306165727,6.508638306165727,ND,6,-0.0020000000000000157,-0.00015384615384615504,25.54153846153846,24.001418280053983,1.0641678822273755,2,1,4,0,1,0,0,0,-7.644,54.715,938.84,2.765,49.923,3.889,0.6020599913279624
3SV6,SV6,A,1,1.4,1.0,3.4400000000000004e-08,-7.46344155742847,7.46344155742847,ND,15,-0.0010000000000000356,-1.7857142857143492e-05,18.580357142857142,18.31421501706486,1.0145319974426583,36,7,6,0,0,0,0,0,-2.66,102.919,1571.166,17.281,34.768,10.419,1.2041199826559248
4GE6,B26,A,601,1.4,1.0,3.4e-08,-7.468521082957745,7.468521082957745,ND,22,-1.501,-0.020847222222222222,22.136944444444435,22.28100958360878,0.993534173636803,42,6,11,1,0,2,0,0,-6.005,134.589,2021.435,9.617,68.92,6.099,1.3617278360175928
3RBU,G88,A,1800,1.6,1.0,3.7e-10,-9.431798275933005,9.431798275933005,ND,6,-3.5020000000000007,-0.25014285714285717,28.003571428571426,28.607965555971596,0.9788732223471931,6,0,7,1,0,0,0,0,-3.652,77.869,952.979,7.867,5.255,5.618,0.8450980400142568
3SUU,OGN,A,2000,1.6,1.0,3.0000000000000004e-09,-8.522878745280337,8.522878745280337,ND,7,-1.0000000000000002,-0.09090909090909093,19.790909090909086,8.622394808457203,2.2952914509896183,7,1,2,0,0,0,0,0,-1.173,35.473,235.028,2.216,15.426,0.08,0.9030899869919435
4A6B,QG8,B,1200,1.8,1.0,4.2e-09,-8.3767507096021,8.3767507096021,ND,17,0.0030000000000000096,5.172413793103465e-05,24.995000000000005,16.220836047774178,1.5409193414188918,44,4,6,0,0,0,0,0,-9.653,128.748,2454.916,5.134,85.996,3.553,1.255272505103306
4G3F,0WB,A,701,1.6,1.0,4.4000000000000005e-09,-8.356547323513812,8.356547323513812,ND,4,0.0010000000000000286,4.000000000000115e-05,12.634400000000001,22.211909275558565,0.5688119757405359,16,3,1,0,1,1,0,0,-10.432,113.506,1401.878,3.538,46.981,3.569,0.6989700043360189
3TT4,E1S,A,1,1.8,1.0,5.3e-09,-8.275724130399212,8.275724130399212,ND,9,-0.9990000000000001,-0.03444827586206897,14.153103448275862,20.283782178217855,0.6977546556122287,19,2,4,0,1,0,0,0,-6.753,117.908,1428.874,4.49,41.052,0.999,1.0
4DJY,0KR,A,501,1.8,1.0,5.4e-09,-8.267606240177031,8.267606240177031,ND,5,1.0030000000000001,0.033433333333333336,16.402,23.71594302686638,0.6916022686266008,21,4,1,0,0,0,0,0,-8.609,99.343,1236.368,4.213,49.223,4.123,0.7781512503836436
4DO4,DJN,A,510,1.4,1.0,5.1e-08,-7.292429823902063,7.292429823902063,ND,5,0.9989999999999998,0.04994999999999999,12.3415,26.736662274344447,0.46159464009995244,8,2,4,0,0,0,0,0,-6.424,85.195,816.539,5.003,4.281,7.26,0.7781512503836436
3QWC,98P,H,2001,1.7,1.0,5.54e-05,-4.2564902352715706,4.2564902352715706,ND,7,0.9999999999999999,0.031249999999999997,20.47625,24.358301158301163,0.840627179495308,21,4,2,0,0,0,0,0,-8.334,94.277,1332.971,2.52,49.483,2.167,0.9030899869919435
4HA5,13W,A,502,1.8,1.0,5.8e-08,-7.236572006437063,7.236572006437063,ND,2,1.0,0.038461538461538464,21.92076923076923,23.386399728997127,0.9373297935889362,17,4,1,0,1,0,0,0,-7.106,70.023,1035.537,3.857,23.37,3.839,0.47712125471966244
4DJX,0KQ,A,501,1.5,1.0,5.9000000000000006e-08,-7.229147988357855,7.229147988357855,ND,4,1.001,0.03575,12.908928571428572,18.9800405022276,0.6801317715793869,18,4,1,0,0,0,0,0,-8.355,85.105,1171.828,3.832,42.418,4.063,0.6989700043360189
3UU1,14B,A,404,1.8,1.0,6.3e-06,-5.200659450546418,5.200659450546418,ND,2,-1.0,-0.07142857142857142,23.33642857142857,20.168132006023107,1.1570942001202327,9,1,2,0,0,0,0,0,-5.866,48.821,612.511,0.998,39.011,1.303,0.47712125471966244
3S1G,ITE,A,501,1.8,1.0,6.5e-06,-5.187086643357144,5.187086643357144,ND,2,0.999,0.045409090909090906,9.209090909090909,15.174592726179785,0.6068756555952263,10,5,1,0,0,0,0,0,-6.85,94.827,803.811,4.529,15.13,5.033,0.47712125471966244
3QX5,02P,H,5,1.3,1.0,6.35e-05,-4.197226274708024,4.197226274708024,ND,7,1.0009999999999997,0.03128124999999999,12.31875,16.543645320197037,0.7446212585905029,21,4,2,0,0,0,0,0,-9.29,113.697,1415.114,2.816,53.737,2.585,0.9030899869919435
3SV2,P05,H,1,1.3,1.0,6.4e-05,-4.1938200260161125,4.1938200260161125,ND,7,1.0009999999999994,0.032290322580645146,17.03548387096774,20.2512640845071,0.8412059513855464,20,4,2,0,0,0,0,0,-8.622,95.564,1298.144,2.109,48.581,2.518,0.9030899869919435
4H3G,10Q,A,502,1.8,1.0,6.000000000000001e-09,-8.221848749616356,8.221848749616356,ND,3,1.001,0.02705405405405405,17.650540540540543,22.624198730930207,0.7801620181319381,24,7,1,0,1,0,0,0,-11.208,110.896,1652.559,4.417,25.127,5.192,0.6020599913279624
4E49,RCO,A,303,1.4,1.0,7.699999999999999e-06,-5.113509274827518,5.113509274827518,ND,2,-0.0010000000000000009,-0.00010000000000000009,6.75,10.940933867735444,0.6169491637186101,6,0,2,0,0,0,0,0,-4.91,35.008,515.697,0.593,33.05,0.729,0.47712125471966244
3SUS,GNL,A,2000,1.8,1.0,7.099999999999999e-05,-4.1487416512809245,4.1487416512809245,ND,4,1.003,0.05278947368421052,7.055789473684209,11.03181494661923,0.6395855539479024,8,1,4,0,1,0,0,0,-6.887,96.038,891.494,5.247,14.781,5.818,0.6989700043360189
3QTO,10P,H,1001,1.5,1.0,7.479999999999999e-05,-4.126098402135539,4.126098402135539,ND,7,1.0010000000000001,0.03229032258064517,13.209032258064516,19.159640465280194,0.6894196309164063,21,4,2,0,0,0,0,0,-9.048,108.662,1348.743,2.396,48.408,2.669,0.9030899869919435
3SM0,AEK,A,501,1.5,1.0,7.4e-07,-6.130768280269024,6.130768280269024,ND,6,0.9980000000000002,0.03219354838709678,12.084516129032254,17.70540320144977,0.68253267048122,18,6,1,0,0,0,0,0,-9.422,131.494,1341.737,4.764,37.754,5.738,0.8450980400142568
3V5G,0F3,A,800,1.5,1.0,7.4e-08,-7.130768280269024,7.130768280269024,ND,5,-0.0010000000000000009,-5.000000000000004e-05,9.3825,9.263408179631135,1.0128561559697575,6,3,4,0,2,0,0,0,-5.613,50.585,752.686,1.245,17.871,2.439,0.7781512503836436
3AXM,6PG,A,479,1.6,1.0,8.5e-06,-5.070581074285707,5.070581074285707,ND,11,-2.5010000000000003,-0.11909523809523812,16.756190476190472,15.118330384023295,1.1083360431055291,6,0,10,1,0,0,0,0,-3.495,32.376,852.243,4.539,0.0,5.723,1.0791812460476249
4DDS,0J7,A,301,1.3,1.0,9.699999999999999e-06,-5.013228265733755,5.013228265733755,ND,4,-0.0030000000000000027,-9.677419354838719e-05,8.631612903225806,8.784766957969213,0.982565951325041,18,7,1,0,0,0,0,0,-8.497,94.178,1208.174,3.888,22.259,5.197,0.6989700043360189
4H3J,10W,A,502,1.6,1.0,9.000000000000001e-08,-7.045757490560675,7.045757490560675,ND,3,1.0020000000000002,0.028628571428571434,14.714285714285712,17.64295531254224,0.834003456542535,24,5,1,0,1,1,0,0,-10.649,98.998,1629.69,4.187,41.389,3.705,0.6020599913279624
4GD6,17K,A,301,1.5,1.0,4.2e-08,-7.376750709602099,7.376750709602099,ND,11,-0.9980000000000003,-0.03024242424242425,18.416363636363638,16.54210968775023,1.1133019901325725,22,2,7,0,1,0,0,0,-0.522,74.16,1245.973,14.781,26.314,5.142,1.0791812460476249
4EW3,DXZ,A,304,1.7,1.0,1.8e-07,-6.7447274948966935,6.7447274948966935,ND,13,-1.0020000000000002,-0.025050000000000006,32.1725,28.223261441346683,1.1399284971675079,21,5,6,0,1,0,0,0,-6.447,103.26,1243.397,4.631,26.501,6.333,1.146128035678238
4M1J,B0S,C,801,1.8,1.0,2.0000000000000003e-10,-9.698970004336019,9.698970004336019,ND,14,-0.0030000000000000035,-0.00016666666666666685,27.97611111111111,28.51061206386766,0.9812525612723011,13,0,2,0,0,0,0,0,-6.447,103.26,1243.397,4.631,26.501,6.333,1.146128035678238
4EW2,DXY,A,304,1.6,1.0,2.0999999999999997e-07,-6.6777807052660805,6.6777807052660805,ND,13,-1.0020000000000002,-0.025050000000000006,28.60775,24.3675132275132,1.174011879377957,21,5,6,0,1,0,0,0,-6.67,96.889,1227.418,3.606,25.546,6.119,1.146128035678238
4CA5,3EF,A,1700,1.8,1.0,4.1e-10,-9.387216143280265,9.387216143280265,ND,18,-1.9980000000000002,-0.03632727272727273,12.038545454545458,18.12603204686425,0.6641577937973518,38,3,9,1,0,0,0,0,-10.808,164.07,2622.894,6.423,86.526,6.952,1.2787536009528289
4BT4,QFH,A,302,1.6,1.0,0.00046,-3.337242168318426,3.337242168318426,ND,4,-1.0,-0.09090909090909091,2.6363636363636362,10.005733683749474,0.2634852895040981,5,0,4,0,0,0,0,0,-3.909,45.748,634.436,5.03,13.385,5.431,0.6989700043360189
4MSS,2CZ,A,401,1.8,1.0,4e-07,-6.3979400086720375,6.3979400086720375,ND,4,1.0020000000000002,0.05273684210526317,17.230526315789472,20.31777777777776,0.8480517162971967,8,2,4,0,0,0,0,0,-5.976,63.29,833.913,6.009,1.9,8.498,0.6989700043360189
4JFV,H57,A,508,1.8,1.0,5.2e-07,-6.2839966563652006,6.2839966563652006,ND,7,2.0030000000000006,0.0690689655172414,28.33655172413793,31.167064824530556,0.9091825580519592,18,2,2,0,0,0,0,0,-5.561,68.206,878.799,4.059,24.068,4.864,0.9030899869919435
4BT3,WTZ,A,302,1.1,1.0,0.00076,-3.1191864077192086,3.1191864077192086,ND,4,-1.0,-0.09090909090909091,4.706363636363636,9.817985107314906,0.47936145603410546,5,0,4,0,0,0,0,0,-3.747,49.866,631.263,4.508,9.265,4.39,0.6989700043360189
4HWS,1B3,A,702,1.7,1.0,8.000000000000001e-10,-9.096910013008056,9.096910013008056,ND,7,0.9989999999999999,0.026289473684210522,15.628684210526316,29.64331239995074,0.527224623202105,18,5,4,0,1,0,0,0,-12.234,158.196,1738.66,7.003,45.218,9.529,0.9030899869919435
4BAQ,M4Z,B,1287,1.8,1.0,9.800000000000001e-10,-9.008773924307505,9.008773924307505,ND,11,-0.0010000000000000833,-2.500000000000208e-05,31.892749999999996,38.646234961075784,0.8252485664417801,24,6,3,0,0,0,0,0,-9.419,137.174,1619.015,5.142,47.325,7.049,1.0791812460476249
4BPS,3EB,A,1345,1.0,1.0,0.00102,-2.9913998282380825,2.9913998282380825,ND,6,-2.0000000000000004,-0.12500000000000003,5.445,9.749386341141536,0.5584966898914026,10,0,4,0,0,0,0,0,-6.713,78.85,896.588,4.355,41.001,5.313,0.8450980400142568
4BAM,MM9,B,1287,1.8,1.0,1.14e-09,-8.943095148663527,8.943095148663527,ND,9,-1.3704315460216776e-16,-3.703869043301831e-18,18.395405405405405,24.880488322717593,0.7393506577042999,24,6,3,0,0,0,0,0,-9.144,126.766,1617.494,4.261,45.027,4.46,1.0
4IU0,ABH,A,403,1.7,1.0,1.3e-06,-5.886056647693163,5.886056647693163,ND,10,0.002000000000000113,0.00010526315789474278,16.78736842105263,29.143333333333338,0.5760277394848208,6,1,5,0,0,0,0,0,-9.144,126.766,1617.494,4.261,45.027,4.46,1.0
4BT5,23B,A,302,1.1,1.0,0.00172,-2.7644715530924513,2.7644715530924513,ND,4,-1.0,-0.09090909090909091,8.42181818181818,11.623893999123949,0.7245264093472379,5,0,4,0,0,0,0,0,-3.588,44.039,632.39,4.986,9.516,5.086,0.6989700043360189
4ISH,1GE,H,301,1.8,1.0,1.9e-09,-8.721246399047171,8.721246399047171,ND,7,-1.003,-0.022795454545454542,18.606136363636367,25.049077186963938,0.7427872981013204,31,3,4,0,0,0,0,0,-11.265,143.636,1550.251,3.215,35.648,5.317,0.9030899869919435
3ZCL,5TF,A,1,1.4,1.0,1.01e-08,-7.995678626217358,7.995678626217358,ND,4,-0.003999999999999934,-0.00013333333333333114,13.154666666666667,23.709006410256336,0.5548383782534243,17,7,0,0,0,0,0,0,-9.434,109.042,1405.909,2.478,46.154,0.831,0.6989700043360189
4MO8,2VQ,A,302,1.8,1.0,1.01e-08,-7.995678626217358,7.995678626217358,ND,6,-0.998,-0.0499,16.061,13.51012429831593,1.1888121563768324,6,5,4,0,1,0,0,0,-5.195,49.493,838.218,2.946,7.127,4.684,0.8450980400142568
4JYU,1OK,H,301,1.8,1.0,1e-08,-8.0,8.0,ND,10,-0.0009999999999999593,-2.3255813953487425e-05,24.225813953488377,26.731256599788797,0.9062729192341742,28,4,5,0,1,0,0,0,-8.772,141.289,1687.913,4.592,26.544,4.442,1.041392685158225
2YOH,WMJ,A,211,1.6,1.0,1.1e-05,-4.958607314841775,4.958607314841775,ND,6,-1.001,-0.03033333333333333,18.726363636363637,22.270009886307406,0.8408781016247971,17,5,7,0,0,0,0,0,-8.775,131.339,1414.536,4.654,20.555,4.015,0.8450980400142568
4JSA,FB2,A,303,1.5,1.0,1.1e-05,-4.958607314841775,4.958607314841775,ND,2,0.0010000000000000009,8.333333333333341e-05,13.036666666666669,12.150377358490562,1.072943356574582,6,1,2,0,1,0,0,0,-5.408,37.236,567.928,1.065,21.301,2.699,0.47712125471966244
4MJP,27O,B,403,1.8,1.0,0.00013099999999999999,-3.8827287043442356,3.8827287043442356,ND,3,-0.9990000000000001,-0.04757142857142858,25.750476190476196,20.34214866262755,1.2658680563958706,19,0,2,0,0,0,0,0,-6.721,54.028,864.576,2.523,40.005,3.428,0.6020599913279624
3WJW,U6M,A,301,1.5,1.0,0.000134,-3.8728952016351923,3.8728952016351923,ND,6,-1.5,-0.06,10.930399999999999,18.62391129032253,0.5869014209533805,10,2,9,1,0,0,0,0,-9.616,97.725,1401.58,6.878,11.72,11.185,0.8450980400142568
4IVK,CEP,A,501,1.8,1.0,0.00014,-3.853871964321762,3.853871964321762,ND,6,-1.0,-0.041666666666666664,45.82458333333333,27.773012967715495,1.649968024232795,14,2,4,0,2,0,0,0,-0.112,74.664,1150.39,14.763,26.966,4.573,0.8450980400142568
4GR3,R45,A,306,1.4,1.0,1.55e-08,-7.809668301829708,7.809668301829708,ND,17,-2.995000000000001,-0.05990000000000002,15.8752,14.464549668874184,1.09752466294622,29,4,10,1,0,0,0,0,-7.021,124.857,1989.681,5.465,33.266,3.655,1.255272505103306
4HWP,X16,A,702,1.8,1.0,1.7200000000000002e-08,-7.764471553092451,7.764471553092451,ND,7,0.999,0.026289473684210526,21.0171052631579,29.212874553736267,0.7194466680948335,19,5,4,0,1,0,0,0,-11.175,133.51,1719.781,5.831,44.503,7.169,0.9030899869919435
4JFI,1KT,A,201,1.0,1.0,1.81e-05,-4.7423214251308154,4.7423214251308154,ND,7,-1.6653345369377348e-16,-4.382459307730881e-18,19.590789473684207,11.283909324208716,1.7361704096339865,28,2,8,0,0,0,0,0,-8.096,95.857,1411.038,3.115,47.248,2.26,0.9030899869919435
4I71,AGV,A,401,1.2,1.0,1.8000000000000002e-08,-7.7447274948966935,7.7447274948966935,ND,7,0.9969999999999998,0.03560714285714285,6.13,14.183120238489575,0.43220390837304296,12,5,3,0,0,0,0,0,-9.135,127.116,1403.337,6.487,9.23,7.793,0.9030899869919435
4MJQ,27R,A,401,1.7,1.0,0.000193,-3.714442690992226,3.714442690992226,ND,4,-0.9970000000000001,-0.04531818181818182,24.23227272727273,18.13770054260159,1.3360168049062389,15,1,3,0,0,0,0,0,-5.363,44.538,735.93,0.306,37.879,0.0,0.6989700043360189
4BAN,M6S,B,1287,1.8,1.0,2.4300000000000005e-09,-8.614393726401687,8.614393726401687,ND,10,-0.0010000000000000833,-2.5641025641027778e-05,22.71948717948718,24.183237791932054,0.9394725129431095,23,6,3,0,0,0,0,0,-9.809,129.1,1593.385,4.48,42.892,7.18,1.041392685158225
4HZM,1BW,A,400,1.4,1.0,2.3199999999999998e-05,-4.634512015109101,4.634512015109101,ND,7,0.9980000000000003,0.04536363636363638,5.781363636363637,12.648012271919965,0.45709661819343156,10,2,4,0,0,0,0,0,-5.321,60.09,729.143,4.641,4.558,7.965,0.9030899869919435
4LCH,1WN,A,304,1.6,1.0,2.4e-11,-10.619788758288394,10.619788758288394,ND,11,-0.0009999999999999766,-2.4999999999999415e-05,23.624499999999994,24.30006387508868,0.9721990905636573,27,3,5,0,0,0,0,0,-9.565,100.143,1729.302,5.766,68.42,7.362,1.0791812460476249
4HXW,1A0,A,301,1.6,1.0,2e-09,-8.698970004336019,8.698970004336019,ND,5,0.9990000000000002,0.026289473684210533,16.10184210526316,20.35231103860794,0.7911554650829715,19,8,0,0,1,0,0,0,-8.213,109.55,1308.564,3.139,24.138,1.938,0.7781512503836436
4BS0,6NT,A,1305,1.0,1.0,2e-06,-5.698970004336019,5.698970004336019,ND,1,-1.001,-0.06673333333333333,7.528666666666667,12.75349486578996,0.5903218487084353,6,4,2,0,0,0,0,0,-5.5,63.95,836.514,3.134,8.328,2.103,0.3010299956639812
3V0L,2GW,A,450,1.7,1.0,3e-06,-5.522878745280337,5.522878745280337,ND,17,-1.9970000000000003,-0.03994,20.940199999999994,21.64192766726949,0.9675755469633713,21,2,17,2,0,0,0,0,-8.296,160.102,1818.695,10.246,34.001,11.381,1.255272505103306
3ZPT,M8Y,B,1202,1.5,1.0,3.1000000000000005e-09,-8.508638306165727,8.508638306165727,ND,13,0.0010000000000000286,1.8867924528302427e-05,11.231886792452833,10.694706840390866,1.05022858130465,36,5,6,0,0,0,0,0,-10.637,123.818,2322.056,5.166,64.156,5.908,1.146128035678238
4LH3,GUA,A,602,1.8,1.0,0.03,-1.5228787452803376,1.5228787452803376,ND,4,-1.999,-0.22211111111111112,23.828888888888887,16.722446247464507,1.4249642986594664,5,0,4,0,0,0,0,0,-4.566,57.835,506.67,3.952,24.788,5.505,0.6989700043360189
4K5P,1OS,A,1106,1.8,1.0,0.000345,-3.462180904926726,3.462180904926726,ND,5,-0.5019999999999999,-0.022818181818181814,20.91409090909091,22.180803912750097,0.9428914745993021,8,3,3,1,0,0,0,0,-3.718,70.527,933.425,7.883,28.735,4.332,0.7781512503836436
4C6Z,TLE,A,1420,1.8,1.0,0.000357,-3.447331783887807,3.447331783887807,ND,4,-0.0010000000000000165,-6.250000000000103e-05,25.266875000000002,25.407486383442176,0.9944657499242503,12,0,2,0,1,0,0,0,-7.503,86.478,956.703,2.273,40.358,1.959,0.6989700043360189
4C71,7RD,A,1423,1.8,1.0,0.000384,-3.415668775632469,3.415668775632469,ND,10,-0.0030000000000000304,-0.00012500000000000128,21.1725,23.380251358695595,0.9055719579390027,14,3,2,0,1,0,0,0,-5.232,123.43,1246.56,6.936,41.978,1.791,1.041392685158225
4BAO,MVF,B,1287,1.8,1.0,4.290000000000001e-09,-8.367542707815275,8.367542707815275,ND,9,-0.001000000000000112,-2.7027027027030052e-05,31.928378378378383,36.02272823779197,0.8863398176732725,22,6,3,0,0,0,0,0,-8.681,130.745,1554.23,5.609,47.649,5.35,1.0
3ZPU,M8B,B,1202,1.8,1.0,4.2e-09,-8.3767507096021,8.3767507096021,ND,13,0.0020000000000000434,3.703703703703784e-05,12.334814814814818,12.355504885993481,0.9983254370121194,37,5,6,0,0,0,0,0,-10.798,129.107,2371.22,4.812,68.236,4.856,1.146128035678238
3ZPS,EQM,B,1202,1.5,1.0,5e-09,-8.301029995663981,8.301029995663981,ND,20,0.0020000000000000295,3.773584905660433e-05,20.190943396226416,12.200988056460348,1.6548613360485536,36,5,6,0,0,0,0,0,-7.901,129.403,2339.494,6.66,63.804,5.005,1.3222192947339193
4JSS,BEW,A,303,1.5,1.0,0.0005,-3.3010299956639813,3.3010299956639813,ND,1,0.0010000000000000286,0.00011111111111111429,27.956666666666663,12.943444399839425,2.1599093566634777,5,1,1,0,1,0,0,0,-3.389,32.046,486.171,1.377,7.555,0.957,0.3010299956639812
